order_id,order_no,trandate,customer,line_no,item,quantity,rate,amount
87870,3157,2/5/2019,444648 XYZ,1,001 عزل,-1,10,-10
87870,3157,2/5/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
86667,3156,30/4/2019,"144 Aya's ""Lead to Customer""",1,Aya's non-inv for sale,-80,237.5,-19000
86667,3156,30/4/2019,"144 Aya's ""Lead to Customer""",2,-Not Taxable-,-1,0,0
86462,3155,29/4/2019,"144 Aya's ""Lead to Customer""",1,Aya's non-inv for sale,-80,237.5,-19000
86462,3155,29/4/2019,"144 Aya's ""Lead to Customer""",2,-Not Taxable-,-1,0,0
86260,3154,29/4/2019,"144 Aya's ""Lead to Customer""",1,001 عزل,-10,70,-700
86260,3154,29/4/2019,"144 Aya's ""Lead to Customer""",2,-Not Taxable-,-1,0,0
86155,3153,24/4/2019,999001 Delta Group For Trading,1,101,-11,120,-1320
86155,3153,24/4/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
86053,3152,24/4/2019,999001 Delta Group For Trading,1,101,-10,120,-1200
86053,3152,24/4/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
85951,3151,24/4/2019,444607 80 Acres,1,7W LED BULB,-10,500,-5000
85951,3151,24/4/2019,444607 80 Acres,2,-Not Taxable-,-1,0,0
85950,3150,24/4/2019,999001 Delta Group For Trading,1,101,-110,120,-13200
85950,3150,24/4/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
85839,3149,22/4/2019,444648 XYZ,1,001 عزل,-1,100,-100
85839,3149,22/4/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
85738,3148,22/4/2019,10 Venus,1,7W LED BULB,-10,,-10
85738,3148,22/4/2019,10 Venus,2,Cisco ASA 5585-X Firewall Appliance,-10,,-10
85738,3148,22/4/2019,10 Venus,3,UNDEF_SG,-1,0,0
85230,3147,18/4/2019,999001 Delta Group For Trading,1,101,-25,120,-3000
85230,3147,18/4/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
85126,3146,17/4/2019,139 Customer_1 1,1,testing,-10,100,-1000
85126,3146,17/4/2019,139 Customer_1 1,2,-Not Taxable-,-1,0,0
85024,3145,17/4/2019,139 Customer_1 1,1,testing,-50,10,-500
85024,3145,17/4/2019,139 Customer_1 1,2,-Not Taxable-,-1,0,0
84922,3144,17/4/2019,139 Customer_1 1,1,testing,-10,15,-150
84922,3144,17/4/2019,139 Customer_1 1,2,-Not Taxable-,-1,0,0
84820,3143,17/4/2019,139 Customer_1 1,1,testing,-20,10,-200
84820,3143,17/4/2019,139 Customer_1 1,2,-Not Taxable-,-1,0,0
84702,3142,9/4/2019,132 Dubai,1,1001-L,-100,1000,-100000
84702,3142,9/4/2019,132 Dubai,2,-Not Taxable-,-1,0,0
84601,3141,9/4/2019,138 Salah Group,1,1001-L,-1,100,-100
84601,3141,9/4/2019,138 Salah Group,2,-Not Taxable-,-1,0,0
84492,3140,7/4/2019,444648 XYZ,1,1002,-2,10000,-20000
84492,3140,7/4/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
84290,3139,31/3/2019,137 Child 2,1,102,-20,800,-16000
84290,3139,31/3/2019,137 Child 2,2,101,-30,120,-3600
84290,3139,31/3/2019,137 Child 2,3,-Not Taxable-,-1,0,0
84188,3138,31/3/2019,135 Child 1,1,1001 - Lodge Jacket,-10,100,-1000
84188,3138,31/3/2019,135 Child 1,2,101,-10,120,-1200
84188,3138,31/3/2019,135 Child 1,3,-Not Taxable-,-1,0,0
83077,3137,27/3/2019,444648 XYZ,1,Oil Seeds,-60,41.666666666666664,-2500
83077,3137,27/3/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
82669,3136,27/3/2019,444648 XYZ,1,Oil Seeds,-12,25,-300
82669,3136,27/3/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
82162,3135,26/3/2019,444648 XYZ,1,Oil Seeds,-42,15,-630
82162,3135,26/3/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
81858,3134,26/3/2019,2 Test test,1,Oil Seeds,-6,10,-60
81858,3134,26/3/2019,2 Test test,2,Oil Seeds,-12,10,-120
81858,3134,26/3/2019,2 Test test,3,-Not Taxable-,-1,0,0
81753,3133,25/3/2019,444648 XYZ,1,001 عزل,-10,15,-150
81753,3133,25/3/2019,444648 XYZ,2,-Not Taxable-,-1,0,0
80548,3132,19/3/2019,10 Venus,1,7W LED BULB,-5,,-150
80548,3132,19/3/2019,10 Venus,2,UNDEF_SG,-1,0,0
80447,3131,19/3/2019,10 Venus,1,7W LED BULB,-5,,-120
80447,3131,19/3/2019,10 Venus,2,UNDEF_SG,-1,0,0
80346,3130,19/3/2019,999001 Delta Group For Trading,1,123456,-10,,
80346,3130,19/3/2019,999001 Delta Group For Trading,2,001 عزل,-5,10,-50
80346,3130,19/3/2019,999001 Delta Group For Trading,3,002 ردم,-2,10,-20
80346,3130,19/3/2019,999001 Delta Group For Trading,4,003 ترميم,-6,10,-60
80346,3130,19/3/2019,999001 Delta Group For Trading,5,End of Group,,,-130
80346,3130,19/3/2019,999001 Delta Group For Trading,6,-Not Taxable-,-1,0,0
79427,3129,13/3/2019,999001 Delta Group For Trading,1,H001,-1000,6500,-6500000
79427,3129,13/3/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
79324,3128,13/3/2019,999001 Delta Group For Trading,1,H001,-1000,6500,-6500000
79324,3128,13/3/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
78713,3127,11/3/2019,999001 Delta Group For Trading,1,H001,-1000,6500,-6500000
78713,3127,11/3/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
78610,3126,11/3/2019,999001 Delta Group For Trading,1,H001,-1000,6500,-6500000
78610,3126,11/3/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
76999,3122,10/3/2019,2 Test test,1,101,-10,120,-1200
76999,3122,10/3/2019,2 Test test,2,-Not Taxable-,-1,0,0
76892,3121,10/3/2019,999001 Delta Group For Trading,1,101,-20,30,-600
76892,3121,10/3/2019,999001 Delta Group For Trading,2,101,-10,30,-300
76892,3121,10/3/2019,999001 Delta Group For Trading,3,-Not Taxable-,-1,0,0
71378,3120,11/2/2019,999001 Delta Group For Trading,1,102,-10,20,-200
71378,3120,11/2/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
71277,3119,11/2/2019,999001 Delta Group For Trading,1,102,-7,20,-140
71277,3119,11/2/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
71176,3118,11/2/2019,999001 Delta Group For Trading,1,102,-7,20,-140
71176,3118,11/2/2019,999001 Delta Group For Trading,2,-Not Taxable-,-1,0,0
69162,3117,31/1/2019,4 10G Technologies,1,Test Lot Item 1,-1,20,-20
69162,3117,31/1/2019,4 10G Technologies,2,-Not Taxable-,-1,0,0
65902,3116,3/1/2019,444333 Alexandra Lucas,1,Test 2,-1,,-30
65902,3116,3/1/2019,444333 Alexandra Lucas,2,Test 2,-1,,-20
65902,3116,3/1/2019,444333 Alexandra Lucas,3,Test 2,-1,,-20
65902,3116,3/1/2019,444333 Alexandra Lucas,4,Ahmed Test,-1,,-20
65902,3116,3/1/2019,444333 Alexandra Lucas,5,Test Lot Item 1,-1,,-10
65902,3116,3/1/2019,444333 Alexandra Lucas,6,-Not Taxable-,-1,0,0
65798,3115,3/1/2019,444333 Alexandra Lucas,1,Test Lot Item 1,-1,,-200
65798,3115,3/1/2019,444333 Alexandra Lucas,2,-Not Taxable-,-1,0,0
65695,3114,3/1/2019,444333 Alexandra Lucas,1,Ahmed Test,-2,20,-40
65695,3114,3/1/2019,444333 Alexandra Lucas,2,Ahmed Test,-2,20,-40
65695,3114,3/1/2019,444333 Alexandra Lucas,3,Ahmed Test,-2,10,-20
65695,3114,3/1/2019,444333 Alexandra Lucas,4,-Not Taxable-,-1,0,0
65586,3113,3/1/2019,444333 Alexandra Lucas,1,BS Business Administration - Marketing,-1,,
65586,3113,3/1/2019,444333 Alexandra Lucas,2,MKTG550 Marketing Strategy,-30,100,-3000
65586,3113,3/1/2019,444333 Alexandra Lucas,3,MKTG310 Marketing Research,-20,300,-6000
65586,3113,3/1/2019,444333 Alexandra Lucas,4,MKTG230 Marketing Principles,-48,200,-9600
65586,3113,3/1/2019,444333 Alexandra Lucas,5,End of Group,,,-18600
65586,3113,3/1/2019,444333 Alexandra Lucas,6,-Not Taxable-,-1,0,0
65484,3112,2/1/2019,444333 Alexandra Lucas,1,BS Business Administration - Marketing,-1,,
65484,3112,2/1/2019,444333 Alexandra Lucas,2,MKTG550 Marketing Strategy,-30,100,-3000
65484,3112,2/1/2019,444333 Alexandra Lucas,3,MKTG310 Marketing Research,-20,300,-6000
65484,3112,2/1/2019,444333 Alexandra Lucas,4,MKTG230 Marketing Principles,-48,200,-9600
65484,3112,2/1/2019,444333 Alexandra Lucas,5,End of Group,,,-18600
65484,3112,2/1/2019,444333 Alexandra Lucas,6,-Not Taxable-,-1,0,0
65381,3110,2/1/2019,444333 Alexandra Lucas,1,BS Administration - Marketing,-1,20000,-20000
65381,3110,2/1/2019,444333 Alexandra Lucas,2,-Not Taxable-,-1,0,0
65272,3109,2/1/2019,4 10G Technologies,1,Administration,-1,175,-175
65272,3109,2/1/2019,4 10G Technologies,2,-Not Taxable-,-1,0,0
64454,3108,26/12/2018,10 Venus,1,7W LED BULB,-1,,-12000
64454,3108,26/12/2018,10 Venus,2,UNDEF_SG,-1,0,0
64352,3107,26/12/2018,10 Venus,1,7W LED BULB,-1,,-1000
64352,3107,26/12/2018,10 Venus,2,UNDEF_SG,-1,0,0
64143,3106,26/12/2018,444878 Rand Corp,1,Data migration,-314,188.25,-59110
64143,3106,26/12/2018,444878 Rand Corp,2,7W LED BULB,-20,500,-10000
64143,3106,26/12/2018,444878 Rand Corp,3,-Not Taxable-,-1,0,0
64037,3105,26/12/2018,444878 Rand Corp,1,Kasa Smart Wi-Fi LED Light Bulb by TP-Link,-15,199.99,-2999.85
64037,3105,26/12/2018,444878 Rand Corp,2,Philips SceneSwitch LED,-25,179.99,-4499.75
64037,3105,26/12/2018,444878 Rand Corp,3,JCB 6W-40W Bayonet LED Golf Ball BC/B22d Non-Dim Warm White,-50,120,-6000
64037,3105,26/12/2018,444878 Rand Corp,4,7W LED BULB,-20,500,-10000
64037,3105,26/12/2018,444878 Rand Corp,5,-Not Taxable-,-1,0,0
60782,3104,3/12/2018,4 10G Technologies,1,Wayfair Basics,-20,1592,-31840
60782,3104,3/12/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
60681,3103,2/12/2018,27 EMC,1,7W LED BULB,-1,,-1500
60681,3103,2/12/2018,27 EMC,2,S-PH,-1,18,-270
54489,3044,30/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2227,-2227
54489,3044,30/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
60576,3102,29/11/2018,26 Bayt AlAnsari Projects Co.,1,Dell M8428-k Converged 10 GBE Switch,-1,13474.412952621438,-11266.84
60576,3102,29/11/2018,26 Bayt AlAnsari Projects Co.,2,S-DE,-1,19,-2140.7
54534,3088,29/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2973,-2973
54534,3088,29/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54502,3057,29/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1685,-1685
54502,3057,29/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54458,3013,29/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2649,-2649
54458,3013,29/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
60463,3101,28/11/2018,25 Bayt AlAnsari Showroom,1,7W LED BULB,-1,67.227655,-500
60463,3101,28/11/2018,25 Bayt AlAnsari Showroom,2,S-DE,-1,19,-95
54513,3068,28/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2699,-2699
54513,3068,28/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54506,3061,27/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2315,-2315
54506,3061,27/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54494,3049,27/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2346,-2346
54494,3049,27/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54474,3029,27/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1553,-1553
54474,3029,27/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54525,3080,26/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1817,-1817
54525,3080,26/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54501,3056,25/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2069,-2069
54501,3056,25/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54483,3038,25/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1732,-1732
54483,3038,25/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54521,3076,24/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2895,-2895
54521,3076,24/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54503,3058,22/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2456,-2456
54503,3058,22/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54473,3028,22/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2883,-2883
54473,3028,22/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54536,3090,20/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1678,-1678
54536,3090,20/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54459,3014,20/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2407,-2407
54459,3014,20/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54446,3001,20/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2261,-2261
54446,3001,20/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54511,3066,19/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1853,-1853
54511,3066,19/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54539,3093,18/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2417,-2417
54539,3093,18/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54514,3069,17/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2104,-2104
54514,3069,17/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
52422,2500,17/11/2018,4 10G Technologies,1,LINKDSL Router,-2,50000,-100000
52422,2500,17/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54498,3053,16/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2680,-2680
54498,3053,16/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54508,3063,15/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2051,-2051
54508,3063,15/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54463,3018,15/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2560,-2560
54463,3018,15/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54540,3094,14/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2524,-2524
54540,3094,14/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54517,3072,14/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2882,-2882
54517,3072,14/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
57246,3100,12/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2366,-2366
57246,3100,12/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54533,3087,11/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2235,-2235
54533,3087,11/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54535,3089,10/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2365,-2365
54535,3089,10/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54467,3022,9/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1771,-1771
54467,3022,9/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54530,3084,8/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2621,-2621
54530,3084,8/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54512,3067,8/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1965,-1965
54512,3067,8/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54450,3005,8/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2140,-2140
54450,3005,8/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54495,3050,7/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1640,-1640
54495,3050,7/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54456,3011,7/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2263,-2263
54456,3011,7/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
51994,2497,7/11/2018,4 10G Technologies,1,Test Lot Item 1,-20,30,-600
51994,2497,7/11/2018,4 10G Technologies,2,Test Lot Item 1,-1,200,-200
51994,2497,7/11/2018,4 10G Technologies,3,Test Lot Item 1,-1,,-200
51994,2497,7/11/2018,4 10G Technologies,4,Test Lot Item 1,-1,300,-300
51994,2497,7/11/2018,4 10G Technologies,5,Test Lot Item 1,-1,200,-200
51994,2497,7/11/2018,4 10G Technologies,6,Test Lot Item 1,-1,200,-200
51994,2497,7/11/2018,4 10G Technologies,7,Test Lot Item 1,-1,100,-100
51994,2497,7/11/2018,4 10G Technologies,8,Test Lot Item 1,-1,150,-150
51994,2497,7/11/2018,4 10G Technologies,9,Test Lot Item 1,-1,22,-22
51994,2497,7/11/2018,4 10G Technologies,10,Test Lot Item 1,-1,,-200
51994,2497,7/11/2018,4 10G Technologies,11,Test Lot Item 1,-1,10,-10
51994,2497,7/11/2018,4 10G Technologies,12,Test Lot Item 1,-1,100,-100
51994,2497,7/11/2018,4 10G Technologies,13,-Not Taxable-,-1,0,0
54531,3085,6/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2468,-2468
54531,3085,6/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54492,3047,6/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2973,-2973
54492,3047,6/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
50681,2496,6/11/2018,10 Venus,1,Cisco ASA 5585-X Firewall Appliance,-1,,-1000
50681,2496,6/11/2018,10 Venus,2,UNDEF_SG,-1,0,0
54500,3055,5/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1920,-1920
54500,3055,5/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54477,3032,4/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2222,-2222
54477,3032,4/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54470,3025,3/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2612,-2612
54470,3025,3/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54499,3054,1/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2248,-2248
54499,3054,1/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54484,3039,1/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1992,-1992
54484,3039,1/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54475,3030,1/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1925,-1925
54475,3030,1/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54460,3015,1/11/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1625,-1625
54460,3015,1/11/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54541,3095,30/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2919,-2919
54541,3095,30/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54519,3074,30/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1719,-1719
54519,3074,30/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54476,3031,30/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2579,-2579
54476,3031,30/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54545,3099,29/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1521,-1521
54545,3099,29/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54527,3082,29/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2348,-2348
54527,3082,29/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54504,3059,29/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1852,-1852
54504,3059,29/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54528,3083,28/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2034,-2034
54528,3083,28/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54516,3071,28/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1613,-1613
54516,3071,28/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54524,3079,27/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2631,-2631
54524,3079,27/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54486,3041,26/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1792,-1792
54486,3041,26/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54482,3037,26/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2290,-2290
54482,3037,26/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54480,3035,26/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2314,-2314
54480,3035,26/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54465,3020,26/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2444,-2444
54465,3020,26/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54464,3019,26/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2166,-2166
54464,3019,26/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54522,3077,25/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2265,-2265
54522,3077,25/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54507,3062,25/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2012,-2012
54507,3062,25/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54487,3042,25/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2186,-2186
54487,3042,25/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54461,3016,25/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2617,-2617
54461,3016,25/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54493,3048,24/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1807,-1807
54493,3048,24/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54490,3045,24/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2476,-2476
54490,3045,24/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
46159,2495,24/10/2018,4 10G Technologies,1,Air Tickets,-5,1000,-5000
46159,2495,24/10/2018,4 10G Technologies,2,Accommodation,-5,3000,-15000
46159,2495,24/10/2018,4 10G Technologies,3,-Not Taxable-,-1,0,0
46058,2494,24/10/2018,445314 Acme Control,1,Philips LED Spotlight Bulb GU10 4.5W,-1,1100000,-1100000
46058,2494,24/10/2018,445314 Acme Control,2,-Not Taxable-,-1,0,0
54457,3012,23/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2839,-2839
54457,3012,23/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54452,3007,22/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2773,-2773
54452,3007,22/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
45957,2493,22/10/2018,4 10G Technologies,1,Training,-1,140,-140
45957,2493,22/10/2018,4 10G Technologies,2,AK_KIANA,-1,0,0
45957,2493,22/10/2018,4 10G Technologies,3,AK_KIANA,-1,3,-4.2
54532,3086,21/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2409,-2409
54532,3086,21/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54466,3021,20/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2202,-2202
54466,3021,20/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54518,3073,19/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2882,-2882
54518,3073,19/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54454,3009,19/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2549,-2549
54454,3009,19/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54538,3092,18/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2141,-2141
54538,3092,18/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54453,3008,18/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2901,-2901
54453,3008,18/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54515,3070,17/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1673,-1673
54515,3070,17/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54488,3043,17/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1770,-1770
54488,3043,17/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54509,3064,16/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1981,-1981
54509,3064,16/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54471,3026,16/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1937,-1937
54471,3026,16/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54462,3017,16/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2862,-2862
54462,3017,16/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54544,3098,15/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1560,-1560
54544,3098,15/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54523,3078,15/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2436,-2436
54523,3078,15/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54468,3023,15/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2026,-2026
54468,3023,15/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54542,3096,14/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,1951,-1951
54542,3096,14/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54520,3075,14/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2211,-2211
54520,3075,14/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54496,3051,14/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2926,-2926
54496,3051,14/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54479,3034,14/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2357,-2357
54479,3034,14/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
45751,2492,14/10/2018,445401 Abbott Inc.,1,Advanced Training,-1,200,-200
45751,2492,14/10/2018,445401 Abbott Inc.,2,-Not Taxable-,-1,0,0
54510,3065,13/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2845,-2845
54510,3065,13/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
54485,3040,13/10/2018,4 10G Technologies,1,Travel Ticket Fees,-1,2874,-2874
54485,3040,13/10/2018,4 10G Technologies,2,-Not Taxable-,-1,0,0
